TIMESTMP;YEAR;MONTH;DAY;FEIERTAG;NAME_FT
21.03.2007;2007;3;21;0;
22.03.2007;2007;3;22;0;
23.03.2007;2007;3;23;0;
24.03.2007;2007;3;24;0;
25.03.2007;2007;3;25;0;
26.03.2007;2007;3;26;0;
27.03.2007;2007;3;27;0;
28.03.2007;2007;3;28;0;
29.03.2007;2007;3;29;0;
30.03.2007;2007;3;30;0;
31.03.2007;2007;3;31;0;
01.04.2007;2007;4;1;0;
02.04.2007;2007;4;2;0;
03.04.2007;2007;4;3;0;
04.04.2007;2007;4;4;0;
05.04.2007;2007;4;5;0;
06.04.2007;2007;4;6;1;
07.04.2007;2007;4;7;1;
08.04.2007;2007;4;8;1;
09.04.2007;2007;4;9;1;
10.04.2007;2007;4;10;0;
11.04.2007;2007;4;11;0;
12.04.2007;2007;4;12;0;
13.04.2007;2007;4;13;0;
14.04.2007;2007;4;14;0;
15.04.2007;2007;4;15;0;
16.04.2007;2007;4;16;0;
17.04.2007;2007;4;17;0;
18.04.2007;2007;4;18;0;
19.04.2007;2007;4;19;0;
20.04.2007;2007;4;20;0;
21.04.2007;2007;4;21;0;
22.04.2007;2007;4;22;0;
23.04.2007;2007;4;23;0;
24.04.2007;2007;4;24;0;
25.04.2007;2007;4;25;0;
26.04.2007;2007;4;26;0;
27.04.2007;2007;4;27;0;
28.04.2007;2007;4;28;0;
29.04.2007;2007;4;29;0;
30.04.2007;2007;4;30;0;
01.05.2007;2007;5;1;1;Tag der Arbeit
02.05.2007;2007;5;2;0;
03.05.2007;2007;5;3;0;
04.05.2007;2007;5;4;0;
05.05.2007;2007;5;5;0;
06.05.2007;2007;5;6;0;
07.05.2007;2007;5;7;0;
08.05.2007;2007;5;8;0;
09.05.2007;2007;5;9;0;
10.05.2007;2007;5;10;0;
11.05.2007;2007;5;11;0;
12.05.2007;2007;5;12;0;
13.05.2007;2007;5;13;0;
14.05.2007;2007;5;14;0;
15.05.2007;2007;5;15;0;
16.05.2007;2007;5;16;0;
17.05.2007;2007;5;17;1;
18.05.2007;2007;5;18;0;
19.05.2007;2007;5;19;0;
20.05.2007;2007;5;20;0;
21.05.2007;2007;5;21;0;
22.05.2007;2007;5;22;0;
23.05.2007;2007;5;23;0;
24.05.2007;2007;5;24;0;
25.05.2007;2007;5;25;0;
26.05.2007;2007;5;26;0;
27.05.2007;2007;5;27;1;
28.05.2007;2007;5;28;1;
29.05.2007;2007;5;29;0;
30.05.2007;2007;5;30;0;
31.05.2007;2007;5;31;0;
01.06.2007;2007;6;1;0;
02.06.2007;2007;6;2;0;
03.06.2007;2007;6;3;0;
04.06.2007;2007;6;4;0;
05.06.2007;2007;6;5;0;
06.06.2007;2007;6;6;0;
07.06.2007;2007;6;7;0;
08.06.2007;2007;6;8;0;
09.06.2007;2007;6;9;0;
10.06.2007;2007;6;10;0;
11.06.2007;2007;6;11;0;
12.06.2007;2007;6;12;0;
13.06.2007;2007;6;13;0;
14.06.2007;2007;6;14;0;
15.06.2007;2007;6;15;0;
16.06.2007;2007;6;16;0;
17.06.2007;2007;6;17;0;
18.06.2007;2007;6;18;0;
19.06.2007;2007;6;19;0;
20.06.2007;2007;6;20;0;
21.06.2007;2007;6;21;0;
22.06.2007;2007;6;22;0;
23.06.2007;2007;6;23;0;
24.06.2007;2007;6;24;0;
25.06.2007;2007;6;25;0;
26.06.2007;2007;6;26;0;
27.06.2007;2007;6;27;0;
28.06.2007;2007;6;28;0;
29.06.2007;2007;6;29;0;
30.06.2007;2007;6;30;0;
01.07.2007;2007;7;1;0;
02.07.2007;2007;7;2;0;
03.07.2007;2007;7;3;0;
04.07.2007;2007;7;4;0;
05.07.2007;2007;7;5;0;
06.07.2007;2007;7;6;0;
07.07.2007;2007;7;7;0;
08.07.2007;2007;7;8;0;
09.07.2007;2007;7;9;0;
10.07.2007;2007;7;10;0;
11.07.2007;2007;7;11;0;
12.07.2007;2007;7;12;0;
13.07.2007;2007;7;13;0;
14.07.2007;2007;7;14;0;
15.07.2007;2007;7;15;0;
16.07.2007;2007;7;16;0;
17.07.2007;2007;7;17;0;
18.07.2007;2007;7;18;0;
19.07.2007;2007;7;19;0;
20.07.2007;2007;7;20;0;
21.07.2007;2007;7;21;0;
22.07.2007;2007;7;22;0;
23.07.2007;2007;7;23;0;
24.07.2007;2007;7;24;0;
25.07.2007;2007;7;25;0;
26.07.2007;2007;7;26;0;
27.07.2007;2007;7;27;0;
28.07.2007;2007;7;28;0;
29.07.2007;2007;7;29;0;
30.07.2007;2007;7;30;0;
31.07.2007;2007;7;31;0;
01.08.2007;2007;8;1;0;
02.08.2007;2007;8;2;0;
03.08.2007;2007;8;3;0;
04.08.2007;2007;8;4;0;
05.08.2007;2007;8;5;0;
06.08.2007;2007;8;6;0;
07.08.2007;2007;8;7;0;
08.08.2007;2007;8;8;0;
09.08.2007;2007;8;9;0;
10.08.2007;2007;8;10;0;
11.08.2007;2007;8;11;0;
12.08.2007;2007;8;12;0;
13.08.2007;2007;8;13;0;
14.08.2007;2007;8;14;0;
15.08.2007;2007;8;15;0;
16.08.2007;2007;8;16;0;
17.08.2007;2007;8;17;0;
18.08.2007;2007;8;18;0;
19.08.2007;2007;8;19;0;
20.08.2007;2007;8;20;0;
21.08.2007;2007;8;21;0;
22.08.2007;2007;8;22;0;
23.08.2007;2007;8;23;0;
24.08.2007;2007;8;24;0;
25.08.2007;2007;8;25;0;
26.08.2007;2007;8;26;0;
27.08.2007;2007;8;27;0;
28.08.2007;2007;8;28;0;
29.08.2007;2007;8;29;0;
30.08.2007;2007;8;30;0;
31.08.2007;2007;8;31;0;
01.09.2007;2007;9;1;0;
02.09.2007;2007;9;2;0;
03.09.2007;2007;9;3;0;
04.09.2007;2007;9;4;0;
05.09.2007;2007;9;5;0;
06.09.2007;2007;9;6;0;
07.09.2007;2007;9;7;0;
08.09.2007;2007;9;8;0;
09.09.2007;2007;9;9;0;
10.09.2007;2007;9;10;0;
11.09.2007;2007;9;11;0;
12.09.2007;2007;9;12;0;
13.09.2007;2007;9;13;0;
14.09.2007;2007;9;14;0;
15.09.2007;2007;9;15;0;
16.09.2007;2007;9;16;0;
17.09.2007;2007;9;17;0;
18.09.2007;2007;9;18;0;
19.09.2007;2007;9;19;0;
20.09.2007;2007;9;20;0;
21.09.2007;2007;9;21;0;
22.09.2007;2007;9;22;0;
23.09.2007;2007;9;23;0;
24.09.2007;2007;9;24;0;
25.09.2007;2007;9;25;0;
26.09.2007;2007;9;26;0;
27.09.2007;2007;9;27;0;
28.09.2007;2007;9;28;0;
29.09.2007;2007;9;29;0;
30.09.2007;2007;9;30;0;
01.10.2007;2007;10;1;0;
02.10.2007;2007;10;2;0;
03.10.2007;2007;10;3;1;Tag der Deutschen Einheit
04.10.2007;2007;10;4;0;
05.10.2007;2007;10;5;0;
06.10.2007;2007;10;6;0;
07.10.2007;2007;10;7;0;
08.10.2007;2007;10;8;0;
09.10.2007;2007;10;9;0;
10.10.2007;2007;10;10;0;
11.10.2007;2007;10;11;0;
12.10.2007;2007;10;12;0;
13.10.2007;2007;10;13;0;
14.10.2007;2007;10;14;0;
15.10.2007;2007;10;15;0;
16.10.2007;2007;10;16;0;
17.10.2007;2007;10;17;0;
18.10.2007;2007;10;18;0;
19.10.2007;2007;10;19;0;
20.10.2007;2007;10;20;0;
21.10.2007;2007;10;21;0;
22.10.2007;2007;10;22;0;
23.10.2007;2007;10;23;0;
24.10.2007;2007;10;24;0;
25.10.2007;2007;10;25;0;
26.10.2007;2007;10;26;0;
27.10.2007;2007;10;27;0;
28.10.2007;2007;10;28;0;
29.10.2007;2007;10;29;0;
30.10.2007;2007;10;30;0;
31.10.2007;2007;10;31;0;
01.11.2007;2007;11;1;0;
02.11.2007;2007;11;2;0;
03.11.2007;2007;11;3;0;
04.11.2007;2007;11;4;0;
05.11.2007;2007;11;5;0;
06.11.2007;2007;11;6;0;
07.11.2007;2007;11;7;0;
08.11.2007;2007;11;8;0;
09.11.2007;2007;11;9;0;
10.11.2007;2007;11;10;0;
11.11.2007;2007;11;11;0;
12.11.2007;2007;11;12;0;
13.11.2007;2007;11;13;0;
14.11.2007;2007;11;14;0;
15.11.2007;2007;11;15;0;
16.11.2007;2007;11;16;0;
17.11.2007;2007;11;17;0;
18.11.2007;2007;11;18;0;
19.11.2007;2007;11;19;0;
20.11.2007;2007;11;20;0;
21.11.2007;2007;11;21;0;
22.11.2007;2007;11;22;0;
23.11.2007;2007;11;23;0;
24.11.2007;2007;11;24;0;
25.11.2007;2007;11;25;0;
26.11.2007;2007;11;26;0;
27.11.2007;2007;11;27;0;
28.11.2007;2007;11;28;0;
29.11.2007;2007;11;29;0;
30.11.2007;2007;11;30;0;
01.12.2007;2007;12;1;0;
02.12.2007;2007;12;2;0;
03.12.2007;2007;12;3;0;
04.12.2007;2007;12;4;0;
05.12.2007;2007;12;5;0;
06.12.2007;2007;12;6;0;
07.12.2007;2007;12;7;0;
08.12.2007;2007;12;8;0;
09.12.2007;2007;12;9;0;
10.12.2007;2007;12;10;0;
11.12.2007;2007;12;11;0;
12.12.2007;2007;12;12;0;
13.12.2007;2007;12;13;0;
14.12.2007;2007;12;14;0;
15.12.2007;2007;12;15;0;
16.12.2007;2007;12;16;0;
17.12.2007;2007;12;17;0;
18.12.2007;2007;12;18;0;
19.12.2007;2007;12;19;0;
20.12.2007;2007;12;20;0;
21.12.2007;2007;12;21;0;
22.12.2007;2007;12;22;0;
23.12.2007;2007;12;23;0;
24.12.2007;2007;12;24;1;Weihnachten
25.12.2007;2007;12;25;1;Weihnachten
26.12.2007;2007;12;26;1;Weihnachten
27.12.2007;2007;12;27;0;
28.12.2007;2007;12;28;0;
29.12.2007;2007;12;29;0;
30.12.2007;2007;12;30;0;
31.12.2007;2007;12;31;1;Silvester
01.01.2008;2008;1;1;1;
02.01.2008;2008;1;2;0;
03.01.2008;2008;1;3;0;
04.01.2008;2008;1;4;0;
05.01.2008;2008;1;5;0;
06.01.2008;2008;1;6;0;
07.01.2008;2008;1;7;0;
08.01.2008;2008;1;8;0;
09.01.2008;2008;1;9;0;
10.01.2008;2008;1;10;0;
11.01.2008;2008;1;11;0;
12.01.2008;2008;1;12;0;
13.01.2008;2008;1;13;0;
14.01.2008;2008;1;14;0;
15.01.2008;2008;1;15;0;
16.01.2008;2008;1;16;0;
17.01.2008;2008;1;17;0;
18.01.2008;2008;1;18;0;
19.01.2008;2008;1;19;0;
20.01.2008;2008;1;20;0;
21.01.2008;2008;1;21;0;
22.01.2008;2008;1;22;0;
23.01.2008;2008;1;23;0;
24.01.2008;2008;1;24;0;
25.01.2008;2008;1;25;0;
26.01.2008;2008;1;26;0;
27.01.2008;2008;1;27;0;
28.01.2008;2008;1;28;0;
29.01.2008;2008;1;29;0;
30.01.2008;2008;1;30;0;
31.01.2008;2008;1;31;0;
01.02.2008;2008;2;1;0;
02.02.2008;2008;2;2;0;
03.02.2008;2008;2;3;0;
04.02.2008;2008;2;4;0;
05.02.2008;2008;2;5;0;
06.02.2008;2008;2;6;0;
07.02.2008;2008;2;7;0;
08.02.2008;2008;2;8;0;
09.02.2008;2008;2;9;0;
10.02.2008;2008;2;10;0;
11.02.2008;2008;2;11;0;
12.02.2008;2008;2;12;0;
13.02.2008;2008;2;13;0;
14.02.2008;2008;2;14;0;
15.02.2008;2008;2;15;0;
16.02.2008;2008;2;16;0;
17.02.2008;2008;2;17;0;
18.02.2008;2008;2;18;0;
19.02.2008;2008;2;19;0;
20.02.2008;2008;2;20;0;
21.02.2008;2008;2;21;0;
22.02.2008;2008;2;22;0;
23.02.2008;2008;2;23;0;
24.02.2008;2008;2;24;0;
25.02.2008;2008;2;25;0;
26.02.2008;2008;2;26;0;
27.02.2008;2008;2;27;0;
28.02.2008;2008;2;28;0;
29.02.2008;2008;2;29;0;
01.03.2008;2008;3;1;0;
02.03.2008;2008;3;2;0;
03.03.2008;2008;3;3;0;
04.03.2008;2008;3;4;0;
05.03.2008;2008;3;5;0;
06.03.2008;2008;3;6;0;
07.03.2008;2008;3;7;0;
08.03.2008;2008;3;8;0;
09.03.2008;2008;3;9;0;
10.03.2008;2008;3;10;0;
11.03.2008;2008;3;11;0;
12.03.2008;2008;3;12;0;
13.03.2008;2008;3;13;0;
14.03.2008;2008;3;14;0;
15.03.2008;2008;3;15;0;
16.03.2008;2008;3;16;0;
17.03.2008;2008;3;17;0;
18.03.2008;2008;3;18;0;
19.03.2008;2008;3;19;0;
20.03.2008;2008;3;20;0;
21.03.2008;2008;3;21;1;
22.03.2008;2008;3;22;1;
23.03.2008;2008;3;23;1;
24.03.2008;2008;3;24;1;
25.03.2008;2008;3;25;0;
26.03.2008;2008;3;26;0;
27.03.2008;2008;3;27;0;
28.03.2008;2008;3;28;0;
29.03.2008;2008;3;29;0;
30.03.2008;2008;3;30;0;
31.03.2008;2008;3;31;0;
01.04.2008;2008;4;1;0;
02.04.2008;2008;4;2;0;
03.04.2008;2008;4;3;0;
04.04.2008;2008;4;4;0;
05.04.2008;2008;4;5;0;
06.04.2008;2008;4;6;0;
07.04.2008;2008;4;7;0;
08.04.2008;2008;4;8;0;
09.04.2008;2008;4;9;0;
10.04.2008;2008;4;10;0;
11.04.2008;2008;4;11;0;
12.04.2008;2008;4;12;0;
13.04.2008;2008;4;13;0;
14.04.2008;2008;4;14;0;
15.04.2008;2008;4;15;0;
16.04.2008;2008;4;16;0;
17.04.2008;2008;4;17;0;
18.04.2008;2008;4;18;0;
19.04.2008;2008;4;19;0;
20.04.2008;2008;4;20;0;
21.04.2008;2008;4;21;0;
22.04.2008;2008;4;22;0;
23.04.2008;2008;4;23;0;
24.04.2008;2008;4;24;0;
25.04.2008;2008;4;25;0;
26.04.2008;2008;4;26;0;
27.04.2008;2008;4;27;0;
28.04.2008;2008;4;28;0;
29.04.2008;2008;4;29;0;
30.04.2008;2008;4;30;0;
01.05.2008;2008;5;1;1;Tag der Arbeit
02.05.2008;2008;5;2;0;
03.05.2008;2008;5;3;0;
04.05.2008;2008;5;4;0;
05.05.2008;2008;5;5;0;
06.05.2008;2008;5;6;0;
07.05.2008;2008;5;7;0;
08.05.2008;2008;5;8;0;
09.05.2008;2008;5;9;0;
10.05.2008;2008;5;10;0;
11.05.2008;2008;5;11;1;
12.05.2008;2008;5;12;1;
13.05.2008;2008;5;13;0;
14.05.2008;2008;5;14;0;
15.05.2008;2008;5;15;0;
16.05.2008;2008;5;16;0;
17.05.2008;2008;5;17;0;
18.05.2008;2008;5;18;0;
19.05.2008;2008;5;19;0;
20.05.2008;2008;5;20;0;
21.05.2008;2008;5;21;0;
22.05.2008;2008;5;22;0;
23.05.2008;2008;5;23;0;
24.05.2008;2008;5;24;0;
25.05.2008;2008;5;25;0;
26.05.2008;2008;5;26;0;
27.05.2008;2008;5;27;0;
28.05.2008;2008;5;28;0;
29.05.2008;2008;5;29;0;
30.05.2008;2008;5;30;0;
31.05.2008;2008;5;31;0;
01.06.2008;2008;6;1;0;
02.06.2008;2008;6;2;0;
03.06.2008;2008;6;3;0;
04.06.2008;2008;6;4;0;
05.06.2008;2008;6;5;0;
06.06.2008;2008;6;6;0;
07.06.2008;2008;6;7;0;
08.06.2008;2008;6;8;0;
09.06.2008;2008;6;9;0;
10.06.2008;2008;6;10;0;
11.06.2008;2008;6;11;0;
12.06.2008;2008;6;12;0;
13.06.2008;2008;6;13;0;
14.06.2008;2008;6;14;0;
15.06.2008;2008;6;15;0;
16.06.2008;2008;6;16;0;
17.06.2008;2008;6;17;0;
18.06.2008;2008;6;18;0;
19.06.2008;2008;6;19;0;
20.06.2008;2008;6;20;0;
21.06.2008;2008;6;21;0;
22.06.2008;2008;6;22;0;
23.06.2008;2008;6;23;0;
24.06.2008;2008;6;24;0;
25.06.2008;2008;6;25;0;
26.06.2008;2008;6;26;0;
27.06.2008;2008;6;27;0;
28.06.2008;2008;6;28;0;
29.06.2008;2008;6;29;0;
30.06.2008;2008;6;30;0;
01.07.2008;2008;7;1;0;
02.07.2008;2008;7;2;0;
03.07.2008;2008;7;3;0;
04.07.2008;2008;7;4;0;
05.07.2008;2008;7;5;0;
06.07.2008;2008;7;6;0;
07.07.2008;2008;7;7;0;
08.07.2008;2008;7;8;0;
09.07.2008;2008;7;9;0;
10.07.2008;2008;7;10;0;
11.07.2008;2008;7;11;0;
12.07.2008;2008;7;12;0;
13.07.2008;2008;7;13;0;
14.07.2008;2008;7;14;0;
15.07.2008;2008;7;15;0;
16.07.2008;2008;7;16;0;
17.07.2008;2008;7;17;0;
18.07.2008;2008;7;18;0;
19.07.2008;2008;7;19;0;
20.07.2008;2008;7;20;0;
21.07.2008;2008;7;21;0;
22.07.2008;2008;7;22;0;
23.07.2008;2008;7;23;0;
24.07.2008;2008;7;24;0;
25.07.2008;2008;7;25;0;
26.07.2008;2008;7;26;0;
27.07.2008;2008;7;27;0;
28.07.2008;2008;7;28;0;
29.07.2008;2008;7;29;0;
30.07.2008;2008;7;30;0;
31.07.2008;2008;7;31;0;
01.08.2008;2008;8;1;0;
02.08.2008;2008;8;2;0;
03.08.2008;2008;8;3;0;
04.08.2008;2008;8;4;0;
05.08.2008;2008;8;5;0;
06.08.2008;2008;8;6;0;
07.08.2008;2008;8;7;0;
08.08.2008;2008;8;8;0;
09.08.2008;2008;8;9;0;
10.08.2008;2008;8;10;0;
11.08.2008;2008;8;11;0;
12.08.2008;2008;8;12;0;
13.08.2008;2008;8;13;0;
14.08.2008;2008;8;14;0;
15.08.2008;2008;8;15;0;
16.08.2008;2008;8;16;0;
17.08.2008;2008;8;17;0;
18.08.2008;2008;8;18;0;
19.08.2008;2008;8;19;0;
20.08.2008;2008;8;20;0;
21.08.2008;2008;8;21;0;
22.08.2008;2008;8;22;0;
23.08.2008;2008;8;23;0;
24.08.2008;2008;8;24;0;
25.08.2008;2008;8;25;0;
26.08.2008;2008;8;26;0;
27.08.2008;2008;8;27;0;
28.08.2008;2008;8;28;0;
29.08.2008;2008;8;29;0;
30.08.2008;2008;8;30;0;
31.08.2008;2008;8;31;0;
01.09.2008;2008;9;1;0;
02.09.2008;2008;9;2;0;
03.09.2008;2008;9;3;0;
04.09.2008;2008;9;4;0;
05.09.2008;2008;9;5;0;
06.09.2008;2008;9;6;0;
07.09.2008;2008;9;7;0;
08.09.2008;2008;9;8;0;
09.09.2008;2008;9;9;0;
10.09.2008;2008;9;10;0;
11.09.2008;2008;9;11;0;
12.09.2008;2008;9;12;0;
13.09.2008;2008;9;13;0;
14.09.2008;2008;9;14;0;
15.09.2008;2008;9;15;0;
16.09.2008;2008;9;16;0;
17.09.2008;2008;9;17;0;
18.09.2008;2008;9;18;0;
19.09.2008;2008;9;19;0;
20.09.2008;2008;9;20;0;
21.09.2008;2008;9;21;0;
22.09.2008;2008;9;22;0;
23.09.2008;2008;9;23;0;
24.09.2008;2008;9;24;0;
25.09.2008;2008;9;25;0;
26.09.2008;2008;9;26;0;
27.09.2008;2008;9;27;0;
28.09.2008;2008;9;28;0;
29.09.2008;2008;9;29;0;
30.09.2008;2008;9;30;0;
01.10.2008;2008;10;1;0;
02.10.2008;2008;10;2;0;
03.10.2008;2008;10;3;1;Tag der Deutschen Einheit
04.10.2008;2008;10;4;0;
05.10.2008;2008;10;5;0;
06.10.2008;2008;10;6;0;
07.10.2008;2008;10;7;0;
08.10.2008;2008;10;8;0;
09.10.2008;2008;10;9;0;
10.10.2008;2008;10;10;0;
11.10.2008;2008;10;11;0;
12.10.2008;2008;10;12;0;
13.10.2008;2008;10;13;0;
14.10.2008;2008;10;14;0;
15.10.2008;2008;10;15;0;
16.10.2008;2008;10;16;0;
17.10.2008;2008;10;17;0;
18.10.2008;2008;10;18;0;
19.10.2008;2008;10;19;0;
20.10.2008;2008;10;20;0;
21.10.2008;2008;10;21;0;
22.10.2008;2008;10;22;0;
23.10.2008;2008;10;23;0;
24.10.2008;2008;10;24;0;
25.10.2008;2008;10;25;0;
26.10.2008;2008;10;26;0;
27.10.2008;2008;10;27;0;
28.10.2008;2008;10;28;0;
29.10.2008;2008;10;29;0;
30.10.2008;2008;10;30;0;
31.10.2008;2008;10;31;0;
01.11.2008;2008;11;1;0;
02.11.2008;2008;11;2;0;
03.11.2008;2008;11;3;0;
04.11.2008;2008;11;4;0;
05.11.2008;2008;11;5;0;
06.11.2008;2008;11;6;0;
07.11.2008;2008;11;7;0;
08.11.2008;2008;11;8;0;
09.11.2008;2008;11;9;0;
10.11.2008;2008;11;10;0;
11.11.2008;2008;11;11;0;
12.11.2008;2008;11;12;0;
13.11.2008;2008;11;13;0;
14.11.2008;2008;11;14;0;
15.11.2008;2008;11;15;0;
16.11.2008;2008;11;16;0;
17.11.2008;2008;11;17;0;
18.11.2008;2008;11;18;0;
19.11.2008;2008;11;19;0;
20.11.2008;2008;11;20;0;
21.11.2008;2008;11;21;0;
22.11.2008;2008;11;22;0;
23.11.2008;2008;11;23;0;
24.11.2008;2008;11;24;0;
25.11.2008;2008;11;25;0;
26.11.2008;2008;11;26;0;
27.11.2008;2008;11;27;0;
28.11.2008;2008;11;28;0;
29.11.2008;2008;11;29;0;
30.11.2008;2008;11;30;0;
01.12.2008;2008;12;1;0;
02.12.2008;2008;12;2;0;
03.12.2008;2008;12;3;0;
04.12.2008;2008;12;4;0;
05.12.2008;2008;12;5;0;
06.12.2008;2008;12;6;0;
07.12.2008;2008;12;7;0;
08.12.2008;2008;12;8;0;
09.12.2008;2008;12;9;0;
10.12.2008;2008;12;10;0;
11.12.2008;2008;12;11;0;
12.12.2008;2008;12;12;0;
13.12.2008;2008;12;13;0;
14.12.2008;2008;12;14;0;
15.12.2008;2008;12;15;0;
16.12.2008;2008;12;16;0;
17.12.2008;2008;12;17;0;
18.12.2008;2008;12;18;0;
19.12.2008;2008;12;19;0;
20.12.2008;2008;12;20;0;
21.12.2008;2008;12;21;0;
22.12.2008;2008;12;22;0;
23.12.2008;2008;12;23;0;
24.12.2008;2008;12;24;1;Weihnachten
25.12.2008;2008;12;25;1;Weihnachten
26.12.2008;2008;12;26;1;Weihnachten
27.12.2008;2008;12;27;0;
28.12.2008;2008;12;28;0;
29.12.2008;2008;12;29;0;
30.12.2008;2008;12;30;0;
31.12.2008;2008;12;31;1;Silvester
01.01.2009;2009;1;1;1;
02.01.2009;2009;1;2;0;
03.01.2009;2009;1;3;0;
04.01.2009;2009;1;4;0;
05.01.2009;2009;1;5;0;
06.01.2009;2009;1;6;0;
07.01.2009;2009;1;7;0;
08.01.2009;2009;1;8;0;
09.01.2009;2009;1;9;0;
10.01.2009;2009;1;10;0;
11.01.2009;2009;1;11;0;
12.01.2009;2009;1;12;0;
13.01.2009;2009;1;13;0;
14.01.2009;2009;1;14;0;
15.01.2009;2009;1;15;0;
16.01.2009;2009;1;16;0;
17.01.2009;2009;1;17;0;
18.01.2009;2009;1;18;0;
19.01.2009;2009;1;19;0;
20.01.2009;2009;1;20;0;
21.01.2009;2009;1;21;0;
22.01.2009;2009;1;22;0;
23.01.2009;2009;1;23;0;
24.01.2009;2009;1;24;0;
25.01.2009;2009;1;25;0;
26.01.2009;2009;1;26;0;
27.01.2009;2009;1;27;0;
28.01.2009;2009;1;28;0;
29.01.2009;2009;1;29;0;
30.01.2009;2009;1;30;0;
31.01.2009;2009;1;31;0;
01.02.2009;2009;2;1;0;
02.02.2009;2009;2;2;0;
03.02.2009;2009;2;3;0;
04.02.2009;2009;2;4;0;
05.02.2009;2009;2;5;0;
06.02.2009;2009;2;6;0;
07.02.2009;2009;2;7;0;
08.02.2009;2009;2;8;0;
09.02.2009;2009;2;9;0;
10.02.2009;2009;2;10;0;
11.02.2009;2009;2;11;0;
12.02.2009;2009;2;12;0;
13.02.2009;2009;2;13;0;
14.02.2009;2009;2;14;0;
15.02.2009;2009;2;15;0;
16.02.2009;2009;2;16;0;
17.02.2009;2009;2;17;0;
18.02.2009;2009;2;18;0;
19.02.2009;2009;2;19;0;
20.02.2009;2009;2;20;0;
21.02.2009;2009;2;21;0;
22.02.2009;2009;2;22;0;
23.02.2009;2009;2;23;0;
24.02.2009;2009;2;24;0;
25.02.2009;2009;2;25;0;
26.02.2009;2009;2;26;0;
27.02.2009;2009;2;27;0;
28.02.2009;2009;2;28;0;
01.03.2009;2009;3;1;0;
02.03.2009;2009;3;2;0;
03.03.2009;2009;3;3;0;
04.03.2009;2009;3;4;0;
05.03.2009;2009;3;5;0;
06.03.2009;2009;3;6;0;
07.03.2009;2009;3;7;0;
08.03.2009;2009;3;8;0;
09.03.2009;2009;3;9;0;
10.03.2009;2009;3;10;0;
11.03.2009;2009;3;11;0;
12.03.2009;2009;3;12;0;
13.03.2009;2009;3;13;0;
14.03.2009;2009;3;14;0;
15.03.2009;2009;3;15;0;
16.03.2009;2009;3;16;0;
17.03.2009;2009;3;17;0;
18.03.2009;2009;3;18;0;
19.03.2009;2009;3;19;0;
20.03.2009;2009;3;20;0;
21.03.2009;2009;3;21;0;
22.03.2009;2009;3;22;0;
23.03.2009;2009;3;23;0;
24.03.2009;2009;3;24;0;
25.03.2009;2009;3;25;0;
26.03.2009;2009;3;26;0;
27.03.2009;2009;3;27;0;
28.03.2009;2009;3;28;0;
29.03.2009;2009;3;29;0;
30.03.2009;2009;3;30;0;
31.03.2009;2009;3;31;0;
01.04.2009;2009;4;1;0;
02.04.2009;2009;4;2;0;
03.04.2009;2009;4;3;0;
04.04.2009;2009;4;4;0;
05.04.2009;2009;4;5;0;
06.04.2009;2009;4;6;0;
07.04.2009;2009;4;7;0;
08.04.2009;2009;4;8;0;
09.04.2009;2009;4;9;0;
10.04.2009;2009;4;10;1;
11.04.2009;2009;4;11;1;
12.04.2009;2009;4;12;1;
13.04.2009;2009;4;13;1;
14.04.2009;2009;4;14;0;
15.04.2009;2009;4;15;0;
16.04.2009;2009;4;16;0;
17.04.2009;2009;4;17;0;
18.04.2009;2009;4;18;0;
19.04.2009;2009;4;19;0;
20.04.2009;2009;4;20;0;
21.04.2009;2009;4;21;0;
22.04.2009;2009;4;22;0;
23.04.2009;2009;4;23;0;
24.04.2009;2009;4;24;0;
25.04.2009;2009;4;25;0;
26.04.2009;2009;4;26;0;
27.04.2009;2009;4;27;0;
28.04.2009;2009;4;28;0;
29.04.2009;2009;4;29;0;
30.04.2009;2009;4;30;0;
01.05.2009;2009;5;1;1;Tag der Arbeit
02.05.2009;2009;5;2;0;
03.05.2009;2009;5;3;0;
04.05.2009;2009;5;4;0;
05.05.2009;2009;5;5;0;
06.05.2009;2009;5;6;0;
07.05.2009;2009;5;7;0;
08.05.2009;2009;5;8;0;
09.05.2009;2009;5;9;0;
10.05.2009;2009;5;10;0;
11.05.2009;2009;5;11;0;
12.05.2009;2009;5;12;0;
13.05.2009;2009;5;13;0;
14.05.2009;2009;5;14;0;
15.05.2009;2009;5;15;0;
16.05.2009;2009;5;16;0;
17.05.2009;2009;5;17;0;
18.05.2009;2009;5;18;0;
19.05.2009;2009;5;19;0;
20.05.2009;2009;5;20;0;
21.05.2009;2009;5;21;1;
22.05.2009;2009;5;22;0;
23.05.2009;2009;5;23;0;
24.05.2009;2009;5;24;0;
25.05.2009;2009;5;25;0;
26.05.2009;2009;5;26;0;
27.05.2009;2009;5;27;0;
28.05.2009;2009;5;28;0;
29.05.2009;2009;5;29;0;
30.05.2009;2009;5;30;0;
31.05.2009;2009;5;31;1;
01.06.2009;2009;6;1;1;
02.06.2009;2009;6;2;0;
03.06.2009;2009;6;3;0;
04.06.2009;2009;6;4;0;
05.06.2009;2009;6;5;0;
06.06.2009;2009;6;6;0;
07.06.2009;2009;6;7;0;
08.06.2009;2009;6;8;0;
09.06.2009;2009;6;9;0;
10.06.2009;2009;6;10;0;
11.06.2009;2009;6;11;0;
12.06.2009;2009;6;12;0;
